Politique
FIFO

Numéro    Intitulé              Arrivée    Durée    Priorité
5165      Tache5165                 2478        7           5
5166      Tache5166                 3492        6           2
5167      Tache5167                 3827        2           4
5168      Tache5168                 2720       10           8
5169      Tache5169                 4620        1          10
5170      Tache5170                 1957        6           1
5171      Tache5171                 4209        7           6
5172      Tache5172                  298        2           2
5173      Tache5173                  601        2           2
5174      Tache5174                 2306        4           7
5175      Tache5175                 2493        9           2
5176      Tache5176                 1890        7           4
5177      Tache5177                   64        4           9
5178      Tache5178                 3674        6           4
5179      Tache5179                 4974       10           1
5180      Tache5180                 1383        8           2
5181      Tache5181                 3653       10          10
5182      Tache5182                 4176        1           8
5183      Tache5183                 4806        2           7
5184      Tache5184                 1430        9           0
5185      Tache5185                 2516        1           0
5186      Tache5186                 1186        3           1
5187      Tache5187                  369        4           3
5188      Tache5188                 2836        5           2
5189      Tache5189                 3336        5           8
5190      Tache5190                  784        4           5
5191      Tache5191                 2956        6           5
5192      Tache5192                  124        3           9
5193      Tache5193                 1536        7           5
5194      Tache5194                  794        2           8
5195      Tache5195                  712        3           9
5196      Tache5196                 3415        9           4
5197      Tache5197                 2126        4           0
5198      Tache5198                 3863        2           2
5199      Tache5199                 4539        6           5
5200      Tache5200                 4900        9           7
5201      Tache5201                 1975        5           8
5202      Tache5202                 3548        5           8
5203      Tache5203                 1875        9           8
5204      Tache5204                 4709        8           1
5205      Tache5205                 4812       10           5
5206      Tache5206                 4491        4           1
5207      Tache5207                 1561       10           5
5208      Tache5208                  502        3           6
5209      Tache5209                 4959        8           9
5210      Tache5210                 4224        7           4
5211      Tache5211                 1025        9           6
5212      Tache5212                 3660        2           4
5213      Tache5213                 2780        9           4
5214      Tache5214                 3844        5           4
5215      Tache5215                  857        8           2
5216      Tache5216                 1539        3          10
5217      Tache5217                 4349        7           2
5218      Tache5218                 3225       10           5
5219      Tache5219                 3061       10          10
5220      Tache5220                 1188        7           4
5221      Tache5221                 2933        3           3
5222      Tache5222                 4865        6           1
5223      Tache5223                  771        6           1
5224      Tache5224                 4816        6           9
5225      Tache5225                 4418        3           4
5226      Tache5226                 3458        4           6
5227      Tache5227                  839        1           9
5228      Tache5228                 1088        8           0
5229      Tache5229                 4382        2           5
5230      Tache5230                 1214       10           9
5231      Tache5231                 4916        3           5
5232      Tache5232                 4075        9           2
5233      Tache5233                 2841        4           4
5234      Tache5234                 2893        2           3
5235      Tache5235                 3006        6          10
5236      Tache5236                 2473       10           1
5237      Tache5237                 2316        9           5
5238      Tache5238                 3159       10           7
5239      Tache5239                 1745        9          10
5240      Tache5240                  364        4           4
5241      Tache5241                 2035        5           8
5242      Tache5242                 2116        5           9
5243      Tache5243                 3973        3           1
5244      Tache5244                  546       10           6
5245      Tache5245                  315        7           6
5246      Tache5246                 3825        8           0
5247      Tache5247                 4138        3           2
5248      Tache5248                 3445        1           4
5249      Tache5249                  294        7           6
5250      Tache5250                  170        8           9
5251      Tache5251                 1174        1           7
5252      Tache5252                 3743        6           2
5253      Tache5253                    3        6           6
5254      Tache5254                 2046        3           8
5255      Tache5255                 2649        7           5
5256      Tache5256                 1422        6           3
5257      Tache5257                 2887        6           9
5258      Tache5258                  766        2           0
5259      Tache5259                 4115        6           3
5260      Tache5260                 2762        4           1
5261      Tache5261                   24        3           8
5262      Tache5262                 2218        9           2
5263      Tache5263                 4693        6           2
5264      Tache5264                  364        1           9
5265      Tache5265                 2725        5           8
5266      Tache5266                 4162        4           2
5267      Tache5267                 1814        3           5
5268      Tache5268                 3556        1           8
5269      Tache5269                 2105       10           0
5270      Tache5270                 3534        8           6
5271      Tache5271                 3296        7           6
5272      Tache5272                 1426        2          10
5273      Tache5273                 3155        2           7
5274      Tache5274                 1816        7           0
5275      Tache5275                 1792        8           4
5276      Tache5276                 2053        3           7
5277      Tache5277                 1732        1           3
5278      Tache5278                 2836        6           1
5279      Tache5279                 1028        9           0
5280      Tache5280                  184        7           3
5281      Tache5281                 4345        2           7
5282      Tache5282                  421        7           3
5283      Tache5283                 2954        3           3
5284      Tache5284                  809        5           0
5285      Tache5285                  753        6           6
5286      Tache5286                 3041        6           2
5287      Tache5287                 4155        4           8
5288      Tache5288                  724        6           8
5289      Tache5289                 3075        5           6
5290      Tache5290                 1446        5           0
5291      Tache5291                 4859        4           1
5292      Tache5292                 3043        9           1
5293      Tache5293                  937        5          10
5294      Tache5294                 2958        1          10
5295      Tache5295                 2143        9           8
5296      Tache5296                 2253        6           9
5297      Tache5297                 1646        1           8
5298      Tache5298                 3100        1          10
5299      Tache5299                 1049        7           5
5300      Tache5300                  523        1           9
5301      Tache5301                 1698        9           5
5302      Tache5302                  826        1           9
5303      Tache5303                  393        1           6
5304      Tache5304                 4490        1           3
5305      Tache5305                  939       10           6
5306      Tache5306                 2777        2           2
5307      Tache5307                   55        2           1
5308      Tache5308                 1043        3           9
5309      Tache5309                  144        2           2
5310      Tache5310                 2267        8          10
5311      Tache5311                 4854        7           0
5312      Tache5312                 3360        3           3
5313      Tache5313                 4020        4           9
5314      Tache5314                 3792        9           9
5315      Tache5315                 4722        8           6
5316      Tache5316                 4020       10           0
5317      Tache5317                  489       10           8
5318      Tache5318                 4364        7           1
5319      Tache5319                 2102        2           4
5320      Tache5320                 3905        2           5
5321      Tache5321                 2136        9           8
5322      Tache5322                 1259        1           9
5323      Tache5323                 4196        3          10
5324      Tache5324                 4365        7           1
5325      Tache5325                 2649        7           7
5326      Tache5326                 3059        3           3
5327      Tache5327                 3559        8           4
5328      Tache5328                 4893        8           6
5329      Tache5329                 1241        9           5
5330      Tache5330                  132       10           6
5331      Tache5331                 4851        3           6
5332      Tache5332                 1131       10          10
5333      Tache5333                 3122        1           4
5334      Tache5334                 2301        3           1
5335      Tache5335                 1646        1           6
5336      Tache5336                 3195        5           9
5337      Tache5337                 1728       10           0
5338      Tache5338                 4224        2           8
5339      Tache5339                 4427        8           5
5340      Tache5340                  202        2           2
5341      Tache5341                 1888        6           7
5342      Tache5342                 3452        1           0
5343      Tache5343                 2180        9           5
5344      Tache5344                 2418        9           4
5345      Tache5345                 2882        5           0
5346      Tache5346                 4936        2           4
5347      Tache5347                   53        3           6
5348      Tache5348                 3240       10          10
5349      Tache5349                 1412        9           4
5350      Tache5350                  368        9           5
5351      Tache5351                  158        3           8
5352      Tache5352                 3925        6          10
5353      Tache5353                 2399        8           4
5354      Tache5354                 2927        6           8
5355      Tache5355                 2704        6           9
5356      Tache5356                  282        5           3
5357      Tache5357                 1334        6          10
5358      Tache5358                 1104        4           3
5359      Tache5359                 3430        2           5
5360      Tache5360                 1494        1           6
5361      Tache5361                 1048        3           8
5362      Tache5362                 3939        1           6
5363      Tache5363                 3479       10           5
5364      Tache5364                 3931        8           2
5365      Tache5365                 3299        7           5
5366      Tache5366                 4062        8           4
5367      Tache5367                 1079        5          10
5368      Tache5368                 1186        2           4
5369      Tache5369                  290        1           1
5370      Tache5370                 4687        7           4
5371      Tache5371                  281        3           3
5372      Tache5372                 4407        7           4
5373      Tache5373                 3541        2           1
5374      Tache5374                 1924        4           3
5375      Tache5375                 1670        7           3
5376      Tache5376                 3276        9           7
5377      Tache5377                 2597        2           1
5378      Tache5378                 1914        4           3
5379      Tache5379                 1358        8           1
5380      Tache5380                 1140        8           3
5381      Tache5381                 4145        2           4
5382      Tache5382                 2699        4           5
5383      Tache5383                 2326       10           1
5384      Tache5384                 4495        7           5
5385      Tache5385                 2115        4           7
5386      Tache5386                  855        5           8
5387      Tache5387                  527        4           0
5388      Tache5388                 4033        9           1
5389      Tache5389                 3599        6           3
5390      Tache5390                  954       10           2
5391      Tache5391                 2170        7           7
5392      Tache5392                 2526        8           7
5393      Tache5393                 4625        1          10
5394      Tache5394                 3731       10           2
5395      Tache5395                 4247        8           8
5396      Tache5396                 2529        9           5
5397      Tache5397                 1276        4          10
5398      Tache5398                 3113        6           0
5399      Tache5399                   72        6          10
5400      Tache5400                 3000        8           3
5401      Tache5401                  103        2           7
5402      Tache5402                 3910       10           4
5403      Tache5403                 1744        6           1
5404      Tache5404                 4288        5           7
5405      Tache5405                  810        8          10
5406      Tache5406                  845        5           3
5407      Tache5407                 3174        6           4
5408      Tache5408                 3195        2           1
5409      Tache5409                 2583        9           4
5410      Tache5410                 3026       10           4
5411      Tache5411                 2290        2           3
5412      Tache5412                 2242        5           0
5413      Tache5413                 1534        5           0
5414      Tache5414                  860        2           4
5415      Tache5415                 4650        2           1
5416      Tache5416                 4944        1           2
5417      Tache5417                 3202        6           1
5418      Tache5418                  183        1           3
5419      Tache5419                 4200        4          10
5420      Tache5420                 2070        1           8
5421      Tache5421                 1574        8           5
5422      Tache5422                 1895        8           0
5423      Tache5423                 4338        9           2
5424      Tache5424                   36        3          10
5425      Tache5425                  656        1           5
5426      Tache5426                 1784        4           0
5427      Tache5427                 2493        4           6
5428      Tache5428                 1896        5           9
5429      Tache5429                 4619        5           4
5430      Tache5430                 4999        7           4
5431      Tache5431                 2409        9           4
5432      Tache5432                 4858        8           2
5433      Tache5433                 1927       10           2
5434      Tache5434                 1125        9           8
5435      Tache5435                 1898        2           8
5436      Tache5436                  586        6           6
5437      Tache5437                 3682        4           6
5438      Tache5438                 2094        9           8
5439      Tache5439                 3849        1           4
5440      Tache5440                 4927        4           6
5441      Tache5441                 4046        1           4
5442      Tache5442                 1687        4           2
5443      Tache5443                 1895        3           1
5444      Tache5444                 3076        6           2
5445      Tache5445                 1096        1           2
5446      Tache5446                 1897       10           5
5447      Tache5447                 2252        6           2
5448      Tache5448                 2499        4           2
5449      Tache5449                  989        9           7
5450      Tache5450                  532        1           0
5451      Tache5451                 4149        1          10
5452      Tache5452                 4023        1           1
5453      Tache5453                 1404        6           9
5454      Tache5454                 3366        7           0
5455      Tache5455                 2495        9           9
5456      Tache5456                 1469        6           7
5457      Tache5457                 3942        1           1
5458      Tache5458                 2569        4           0
5459      Tache5459                 1885        6           5
5460      Tache5460                 1609        6           3
5461      Tache5461                 4930        1           0
5462      Tache5462                 3258        4           7
5463      Tache5463                 2625        1           3
5464      Tache5464                   24        1           5
5465      Tache5465                 2776        3           7
5466      Tache5466                 3636       10           2
5467      Tache5467                 1236        3           9
5468      Tache5468                  483        8           1
5469      Tache5469                 4123        7           9
5470      Tache5470                 1045        8           5
5471      Tache5471                 4548        8           0
5472      Tache5472                  482        9           3
5473      Tache5473                 2940        8           5
5474      Tache5474                 3746        9           0
5475      Tache5475                 4783        2           9
5476      Tache5476                 2012        8           8
5477      Tache5477                 1498        4           2
5478      Tache5478                  697        5           8
5479      Tache5479                 4511        6          10
5480      Tache5480                  667        2           8
5481      Tache5481                 1448        3           2
5482      Tache5482                 2793        7          10
5483      Tache5483                 4358        2          10
5484      Tache5484                 3289        8          10
5485      Tache5485                 1815        5           0
5486      Tache5486                 4752        3          10
5487      Tache5487                 4379        8           3
5488      Tache5488                 1933        1           2
5489      Tache5489                  565        9           4
5490      Tache5490                 4168        3           0
5491      Tache5491                 2196        6           4
5492      Tache5492                 4283        2           0
5493      Tache5493                   93        1           8
5494      Tache5494                 3937        5           3
5495      Tache5495                 3102        9           8
5496      Tache5496                 1130        5           9
5497      Tache5497                 2491        9           0
5498      Tache5498                  697        6           5
5499      Tache5499                  844        5           8
5500      Tache5500                 1795        4          10
5501      Tache5501                 1968        6           9
5502      Tache5502                  797        4           7
5503      Tache5503                 1184        5           6
5504      Tache5504                  274        9           8
5505      Tache5505                 3465        7           3
5506      Tache5506                 1467        9           4
5507      Tache5507                 1094        7           5
5508      Tache5508                 1270        6           2
5509      Tache5509                 1075        6           4
5510      Tache5510                 4208        7          10
5511      Tache5511                  509        9           8
5512      Tache5512                 1599        7           3
5513      Tache5513                 4406        3           8
5514      Tache5514                 2508        6           2
5515      Tache5515                 4904        7           7
5516      Tache5516                  934        8           1
5517      Tache5517                  777        8           3
5518      Tache5518                 4453        1           5
5519      Tache5519                 1370        1           4
5520      Tache5520                 1836        7           6
5521      Tache5521                 1491        3           0
5522      Tache5522                 4493        6           9
5523      Tache5523                 1977        7           6
5524      Tache5524                 3074        7           8
5525      Tache5525                  895        1           5
5526      Tache5526                 4137        2           4
5527      Tache5527                 4600        1           4
5528      Tache5528                 4982        6           9
5529      Tache5529                  260        2           0
5530      Tache5530                  221        9           5
5531      Tache5531                   60        5           4
5532      Tache5532                 4031        8           2
5533      Tache5533                 3220        7           7
5534      Tache5534                 3255        9           3
5535      Tache5535                 1497        3          10
5536      Tache5536                 2155        8           2
5537      Tache5537                 4848       10           2
5538      Tache5538                 2582        2           4
5539      Tache5539                 1004        3           8
5540      Tache5540                 2276        9           0
5541      Tache5541                 1706        5           2
5542      Tache5542                 1295        1           9
5543      Tache5543                 1874        7           0
5544      Tache5544                 3622        9           3
5545      Tache5545                 3380        8          10
5546      Tache5546                 2141        6           6
5547      Tache5547                 2780        4          10
5548      Tache5548                 1303        9           4
5549      Tache5549                 4505        2           2
5550      Tache5550                 2728        1           8
5551      Tache5551                 1306       10           8
5552      Tache5552                 1535        4           1
5553      Tache5553                  303        3           9
5554      Tache5554                 4479        6          10
5555      Tache5555                 2860        2           5
5556      Tache5556                 3046       10           7
5557      Tache5557                  101        9           3
5558      Tache5558                 1540        8          10
5559      Tache5559                 3469        8           8
5560      Tache5560                 2148       10           8
5561      Tache5561                 3516        8           0
5562      Tache5562                 4095        7           8
5563      Tache5563                 2232        8           7
5564      Tache5564                 3603        5           2
5565      Tache5565                 2191        6           2
5566      Tache5566                 4503        1           2
5567      Tache5567                 2226        6           4
5568      Tache5568                 2405        4           1
5569      Tache5569                 4155        3           5
5570      Tache5570                 1315        7           4
5571      Tache5571                 3746        6           5
5572      Tache5572                 2722        1           8
5573      Tache5573                 1780        6           3
5574      Tache5574                 4199        8           6
5575      Tache5575                 4603        9           1
5576      Tache5576                 1249        5           6
5577      Tache5577                 4260        5           9
5578      Tache5578                 1515        2          10
5579      Tache5579                 1766        8           7
5580      Tache5580                 1728        1           4
5581      Tache5581                 3867        4           4
5582      Tache5582                 4842        6           8
5583      Tache5583                 4835        6          10
5584      Tache5584                 3648        9           5
5585      Tache5585                 4703        6           9
5586      Tache5586                 1148       10           1
5587      Tache5587                 2689        5           2
5588      Tache5588                 1886       10           6
5589      Tache5589                 2141        2           1
5590      Tache5590                 2043        1           2
5591      Tache5591                 1622        5          10
5592      Tache5592                 4032        4           0
5593      Tache5593                 4630        2           7
5594      Tache5594                 4665        3           0
5595      Tache5595                 3518        8           0
5596      Tache5596                 2867        1           0
5597      Tache5597                  274       10           6
5598      Tache5598                 3657        9           8
5599      Tache5599                 1711       10          10
5600      Tache5600                 2818        1           4
5601      Tache5601                 2318        6           1
5602      Tache5602                 1427        5           9
5603      Tache5603                  337        4           2
5604      Tache5604                 4906        6           9
5605      Tache5605                 4198        6           7
5606      Tache5606                 2405        3           3
5607      Tache5607                 1714        3           5
5608      Tache5608                  645        2           2
5609      Tache5609                 2225       10           7
5610      Tache5610                 2043        2           6
5611      Tache5611                 2655        5           7
5612      Tache5612                 1127        1           0
5613      Tache5613                 2494        1           4
5614      Tache5614                 2382        7          10
5615      Tache5615                 1450        6           5
5616      Tache5616                 3771        2           8
5617      Tache5617                 1535        8           4
5618      Tache5618                 2679        7           2
5619      Tache5619                 1317        4           3
5620      Tache5620                 2406        8           7
5621      Tache5621                  836       10           5
5622      Tache5622                 1086        6           8
5623      Tache5623                 2136        9           3
5624      Tache5624                 4276        2           6
5625      Tache5625                 1062       10           9
5626      Tache5626                 1317        6           9
5627      Tache5627                 1835        5           3
5628      Tache5628                 1440        7           5
5629      Tache5629                 2496        5           5
5630      Tache5630                 1045        1           6
5631      Tache5631                 4574        3           8
5632      Tache5632                 3290        6          10
5633      Tache5633                 2569        1           5
5634      Tache5634                  776        5           1
5635      Tache5635                 2779        8           1
5636      Tache5636                 3949        5           7
5637      Tache5637                 3806        8           5
5638      Tache5638                  204        3           3
5639      Tache5639                 4921        1           4
5640      Tache5640                 1289        7           0
5641      Tache5641                 1905        2           5
5642      Tache5642                 3603       10           6
5643      Tache5643                 4994        6           9
5644      Tache5644                  555        6           3
5645      Tache5645                 4727        5           2
5646      Tache5646                 4830        2           4
5647      Tache5647                 2396        6           5
5648      Tache5648                 2405       10           7
5649      Tache5649                 1514        2          10
5650      Tache5650                 2472        8           8
5651      Tache5651                 4054        6           3
5652      Tache5652                 4986        2           4
5653      Tache5653                 2117        4           6
5654      Tache5654                 3014        3           0
5655      Tache5655                 4664        9           9
5656      Tache5656                 1556        7           9
5657      Tache5657                 2689        3           5
5658      Tache5658                   51        4           4
5659      Tache5659                 1262        3           1
5660      Tache5660                  980        5           5
5661      Tache5661                 4642        1          10
5662      Tache5662                 4168        5           4
5663      Tache5663                  992        7           7
5664      Tache5664                 2886       10           8
5665      Tache5665                 3672        1           6
5666      Tache5666                 4294        4           5
5667      Tache5667                 1114       10           2
5668      Tache5668                  398        2          10
5669      Tache5669                  472        5           2
5670      Tache5670                 1454        9           9
5671      Tache5671                 4312        2          10
5672      Tache5672                 4501        1           1
5673      Tache5673                  102        3          10
5674      Tache5674                 4956        7           8
5675      Tache5675                 4484       10           1
5676      Tache5676                 3600        6           0
5677      Tache5677                 3797        8           5
5678      Tache5678                 2875        3           0
5679      Tache5679                 4616        3           1
5680      Tache5680                 1486        3           9
5681      Tache5681                 3667        1           9
5682      Tache5682                 3698        6           5
5683      Tache5683                 1508        4           6
5684      Tache5684                   54        9           0
5685      Tache5685                  661        8           7
5686      Tache5686                 4258        3           3
5687      Tache5687                 3880        4          10
5688      Tache5688                 4446        4           2
5689      Tache5689                 4494        9           0
5690      Tache5690                 2282        7           3
5691      Tache5691                 2921        1           8
5692      Tache5692                 2801        3           6
5693      Tache5693                 3612        2           4
5694      Tache5694                 2255        4           0
5695      Tache5695                 1617        2           9
5696      Tache5696                 3181        7           8
5697      Tache5697                 3472        8          10
5698      Tache5698                  548        1           4
5699      Tache5699                 2889        8           9
5700      Tache5700                 1145       10          10
5701      Tache5701                 2499        9           8
5702      Tache5702                 3577        7           1
5703      Tache5703                 3630        7           3
5704      Tache5704                 3215        6           7
5705      Tache5705                 4768        5           6
5706      Tache5706                 3842        9           2
5707      Tache5707                 3361        5          10
5708      Tache5708                 1001       10           6
5709      Tache5709                 3613       10           4
5710      Tache5710                 1327        2           2
5711      Tache5711                 2641        5           2
5712      Tache5712                 1188        3           3
5713      Tache5713                 1723       10           7
5714      Tache5714                  805        4           8
5715      Tache5715                 1006        9           0
5716      Tache5716                 4556        4           6
5717      Tache5717                 1732        4          10
5718      Tache5718                  147        8           9
5719      Tache5719                  776        2           4
5720      Tache5720                 3023        6           3
5721      Tache5721                   91        4           3
5722      Tache5722                 2331        8           5
5723      Tache5723                 2752        3           4
5724      Tache5724                 1358        7           7
5725      Tache5725                 1704        5           9
5726      Tache5726                 2154        6           8
5727      Tache5727                 4271        9           8
5728      Tache5728                 3104        7           7
5729      Tache5729                 4241        3           0
5730      Tache5730                 4382        6           1
5731      Tache5731                 3635       10           5
5732      Tache5732                 4665        7           5
5733      Tache5733                 3491        9           3
5734      Tache5734                 3946        4           7
5735      Tache5735                 1186        3           7
5736      Tache5736                 2714        8           1
5737      Tache5737                 3487        9           2
5738      Tache5738                 4936        9           8
5739      Tache5739                 2470        2           7
5740      Tache5740                 1757        2           5
5741      Tache5741                  586        6           8
5742      Tache5742                  640        3           3
5743      Tache5743                 3992        3           4
5744      Tache5744                  977        7           6
5745      Tache5745                 2689        6           4
5746      Tache5746                  461        5           1
5747      Tache5747                 1086        3           3
5748      Tache5748                 2806        2           3
5749      Tache5749                 4976        5           5
5750      Tache5750                 2490        2           1
5751      Tache5751                 2973       10           1
5752      Tache5752                 4737        6           0
5753      Tache5753                 2093       10           1
5754      Tache5754                 2309        7           8
5755      Tache5755                 1952        5           3
5756      Tache5756                  564        9           4
5757      Tache5757                 4093        6           9
5758      Tache5758                  726        8           7
5759      Tache5759                  302        9           0
5760      Tache5760                  844        3           6
5761      Tache5761                 2271        9           8
5762      Tache5762                 3140        7           6
5763      Tache5763                 2466        5           1
5764      Tache5764                 2554       10           4
5765      Tache5765                 3206        9           1
5766      Tache5766                 3188        6           3
5767      Tache5767                 1102        1           8
5768      Tache5768                  391        8           9
5769      Tache5769                 4556        7          10
5770      Tache5770                 2330        5           4
5771      Tache5771                  468        9           6
5772      Tache5772                 3048        6           4
5773      Tache5773                 3626        2           3
5774      Tache5774                 4926       10           6
5775      Tache5775                  792        7           7
5776      Tache5776                 3458        1           5
5777      Tache5777                 3369        9           6
5778      Tache5778                 2886       10           7
5779      Tache5779                 1491        4           9
5780      Tache5780                 4266        8           2
5781      Tache5781                 4827       10           3
5782      Tache5782                 1047        9           7
5783      Tache5783                  197        5           4
5784      Tache5784                 3777        9           2
5785      Tache5785                 3341       10           2
5786      Tache5786                 2983        9          10
5787      Tache5787                 3897        5           3
5788      Tache5788                  906        9           9
5789      Tache5789                  151       10           2
5790      Tache5790                 1557        9           7
5791      Tache5791                 2238        3           5
5792      Tache5792                 1936        4           6
5793      Tache5793                 4299        2           6
5794      Tache5794                 4487        1           9
5795      Tache5795                 4924        9           5
5796      Tache5796                  718        7          10
5797      Tache5797                  243        1           7
5798      Tache5798                 2504        5           8
5799      Tache5799                 1286        5          10
5800      Tache5800                 1678        7           4
5801      Tache5801                 1299        3           4
5802      Tache5802                 1178        6          10
5803      Tache5803                 3720        9           8
5804      Tache5804                 1404        4           4
5805      Tache5805                 3973        8           4
5806      Tache5806                 4197        2           7
5807      Tache5807                 4129        5           4
5808      Tache5808                  733        4           4
5809      Tache5809                 4110        7           8
5810      Tache5810                 3136        1           3
5811      Tache5811                 4814        3           1
5812      Tache5812                 1763        2           3
5813      Tache5813                 3851        5           5
5814      Tache5814                  555        9           9
5815      Tache5815                 2031        7           2
5816      Tache5816                 4615        1           8
5817      Tache5817                 4771        8          10
5818      Tache5818                 2688        7           8
5819      Tache5819                 2542        2           3
5820      Tache5820                 4858        5          10
5821      Tache5821                  812        2           5
5822      Tache5822                  125        9           6
5823      Tache5823                 1193        1           7
5824      Tache5824                 3518        3           7
5825      Tache5825                 1254        7           4
5826      Tache5826                 1578        8           5
5827      Tache5827                 1028        6           9
5828      Tache5828                  848        8          10
5829      Tache5829                 1792        8           6
5830      Tache5830                  205       10           9
5831      Tache5831                 4099        5           3
5832      Tache5832                 1088        5          10
5833      Tache5833                 4168        4           9
5834      Tache5834                 4363        6          10
5835      Tache5835                 2917        1           9
5836      Tache5836                  719        8           3
5837      Tache5837                 1959        6           4
5838      Tache5838                 1050        4           6
5839      Tache5839                  638        9           4
5840      Tache5840                  816        8           3
5841      Tache5841                 1195        7           9
5842      Tache5842                 4322        4           3
5843      Tache5843                 2292        7           9
5844      Tache5844                 4133        4           3
5845      Tache5845                 2916        1           4
5846      Tache5846                 1054       10           8
5847      Tache5847                 2187        3           6
5848      Tache5848                 3400        1           9
5849      Tache5849                  830        4           0
5850      Tache5850                 4381        5          10
5851      Tache5851                  161        6           1
5852      Tache5852                  982       10           6
5853      Tache5853                 3116       10           3
5854      Tache5854                 2528        3           9
5855      Tache5855                 1756        9           6
5856      Tache5856                 3815        3           6
5857      Tache5857                 1720       10           0
5858      Tache5858                 3122        2           2
5859      Tache5859                 4616        3           3
5860      Tache5860                 1629       10           2
5861      Tache5861                 2392        1          10
5862      Tache5862                 3116       10           4
5863      Tache5863                 2929        4           4
5864      Tache5864                 1162        2           8
5865      Tache5865                 4973        5          10
5866      Tache5866                 2711        7           2
5867      Tache5867                 2472        7           6
5868      Tache5868                 1315        3           7
5869      Tache5869                 3453        4           7
5870      Tache5870                 4870        2           1
5871      Tache5871                 2840        8           1
5872      Tache5872                  407       10           6
5873      Tache5873                 3645        6           3
5874      Tache5874                 3246        6           6
5875      Tache5875                  946        7           9
5876      Tache5876                 2437        2           4
5877      Tache5877                 4583        7           6
5878      Tache5878                 2327        7           2
5879      Tache5879                 2731        7           0
5880      Tache5880                 1473        1           9
5881      Tache5881                 4363        2          10
5882      Tache5882                 2222        2           0
5883      Tache5883                 1127        3           9
5884      Tache5884                 1885       10           5
5885      Tache5885                 2776        2           2
5886      Tache5886                 1411        7           0
5887      Tache5887                 2561        7           3
5888      Tache5888                 3486       10           5
5889      Tache5889                 3322       10          10
5890      Tache5890                 4509        9           1
